ResourceARN,Access,AmazonMSKConnectManaged,Application,Buddy,CSIVolumeName,Category,Cluster,CreatedManuallyBy,Environment,ManagedByAmazonSageMakerResource,Name,Owner,Purpose,Queue,Role,STAGE,Team,Ticket,Type,Usage,account,account_name,ads pipeline,alpha.eksctl.io/cluster-name,alpha.eksctl.io/eksctl-version,alpha.eksctl.io/iamserviceaccount-name,alpha.eksctl.io/nodegroup-name,alpha.eksctl.io/nodegroup-type,ami:build_branch,ami:purpose,app,app:name,author,aws-node-termination-handler/managed,aws:autoscaling:groupName,aws:cloud9:environment,aws:cloud9:owner,aws:cloudformation:logical-id,aws:cloudformation:stack-id,aws:cloudformation:stack-name,aws:ec2:fleet-id,aws:ec2launchtemplate:id,aws:ec2launchtemplate:version,aws:eks:cluster-name,aws:elasticfilesystem:default-backup,aws:rds:primaryDBClusterArn,aws:secretsmanager:owningService,aws:servicecatalog:source,aws:ssmmessages:session-id,aws:ssmmessages:target-id,aws_account_id,buddy,buddy:app,buddy:cluster,buddy:component,buddy:metrics:apm:new_relic,buddy:run_metrics,buddy:stack,buddy:tenant,buddy_app,buddy_cluster,buddy_component,cluster,cluster.k8s.amazonaws.com/name,cluster:name,cmv pipeline,component,component:name,cost:center,data:jobs:name,data:jobs:type,data:name,datadog,deployment,description,dynamodbdatapipeline,ebs.csi.aws.com/cluster,eks:cluster-name,eks:nodegroup-name,eks_addon,eksctl.cluster.k8s.io/v1alpha1/cluster-name,eksctl.io/v1alpha2/nodegroup-name,elasticbeanstalk:environment-id,elasticbeanstalk:environment-name,elbv2.k8s.aws/cluster,elbv2.k8s.aws/resource,env,environment,envoy:app_route_timeout,git:repo,ingress.k8s.aws/resource,ingress.k8s.aws/stack,k8s.io/cluster-autoscaler/enabled,k8s.io/cluster-autoscaler/ipsy-staging-main-a,k8s.io/cluster-autoscaler/single-boxes-cluster2,k8s.io/cluster-autoscaler/yaowei,k8s:purpose,key,kube_cluster_name,kube_deployment,kubernetes.io/cluster/behlul-test2,kubernetes.io/cluster/eks-staging,kubernetes.io/cluster/ipsy-staging-DONT-USE-test-upgrade,kubernetes.io/cluster/ipsy-staging-blue-green,kubernetes.io/cluster/ipsy-staging-main,kubernetes.io/cluster/ipsy-staging-main-a,kubernetes.io/cluster/ipsy-staging-singleboxes-a,kubernetes.io/cluster/ipsy-staging-test-al3,kubernetes.io/cluster/placeholder,kubernetes.io/cluster/single-box-test3,kubernetes.io/cluster/single-boxes-cluster,kubernetes.io/cluster/single-boxes-cluster2,kubernetes.io/cluster/staging,kubernetes.io/cluster/test-coredns,kubernetes.io/cluster/test-coredns2,kubernetes.io/cluster/test-ipsy-staging-main,kubernetes.io/cluster/test1,kubernetes.io/cluster/test4,kubernetes.io/cluster/test5,kubernetes.io/created-for/pv/name,kubernetes.io/created-for/pvc/name,kubernetes.io/created-for/pvc/namespace,kubernetes.io/role/elb,kubernetes.io/role/internal-elb,kubernetes.io/service-name,kubernetes_cluster,lambda-console:blueprint,layer,managedby:process,monitoringdotcms,name,node.k8s.amazonaws.com/createdAt,node.k8s.amazonaws.com/instance_id,owner,project:name,propagate_at_launch,puppet:role,purpose,repo,repo:name,service,source,status,table:name,teaam:name,team,team-name,team:name,team_name,tech,tenant_name,terrain,terrain:name,terrain:name	,terrain:name ,terrrain:name,test,test10,value,workload-type
arn:aws:lambda:us-east-1:450096215204:function:segment-user-properties-dynamodb-processor-lambda-main,,,,segment-user-properties-dynamodb-processor-lambda-main,,,,,,,segment-user-properties-dynamodb-processor-lambda-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segment-user-properties-dynamodb-processor,main,lambda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segments,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:ads-googles-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:aws-dd-forwarder-ipsy-staging-staging,,,,,,,,,,,,,,,,,,,,,450096215204,ipsy-staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monitored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infosec-waf,,,,,,,infosec,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:iterable-webhooks-expts-warmer-worker-main,,,,iterable-webhooks-expts-warmer-worker-main,,,,,,,iterable-webhooks-expts-warmer-worker-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable-webhooks-expts-warmer,main,worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:lambda_reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:global-alert-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:pricing-lambda-coupon-events-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:dynamodb-event-publisher-checkpoint-influxdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event-tracking,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,CHANGEME,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:kinesis-to-address-service-lambda-main,,,,kinesis-to-address-service-lambda-main,,,,,,,kinesis-to-address-service-lambda-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kinesis-to-address-service,main,lambda,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,payments,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:iterable-processor-lambda-etl-user-properties-main,,,,iterable-processor-lambda-etl-user-properties-main,,,,,,,iterable-processor-lambda-etl-user-properties-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable-processor-lambda,main,etl-user-properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:lf_replication_instance_scaling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:segment-stream-processor-lambda-validated-main,,,,segment-stream-processor-lambda-validated-main,,,,,,,segment-stream-processor-lambda-validated-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segment-stream-processor-lambda,main,validated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segments,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:Appsflyer_push_api,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:auto-pause-and-resume-dms-task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:nicereply-surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,data,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:ami-syncer-worker-main,,,,,,,,,,,ami-syncer-worker-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:customer-segments-lambda-main,,,,customer-segments-lambda-main,,,,,,,customer-segments-lambda-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer-segments,main,lambda,,,,bfa,,,,,,,,,,,,,,monitored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segments,,,,,,,martech,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:loadtest-platform-worker-main,,,,loadtest-platform-worker-main,,,,,,,loadtest-platform-worker-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loadtest-platform,main,worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loadtest-platform,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:pricing-lambda-kafka-products-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:back_in_stock_iterable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable,,,,,,,,,,,,,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:segment-to-iterable-processor-lambda-iterable-main,,,,segment-to-iterable-processor-lambda-iterable-main,,,,,,,segment-to-iterable-processor-lambda-iterable-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segment-to-iterable-processor-lambda,main,iterable,,,,bfa,,,,,,,,,,,,,,monitored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable,,,,,,,martech,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:collections-lambda-data-feed-main,,,,collections-lambda-data-feed-main,,,,,,,collections-lambda-data-feed-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collections-lambda,main,data-feed,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collections-lambda,,,,,,,apps-services,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:collections-lambda-exc-import-main,,,,collections-lambda-exc-import-main,,,,,,,collections-lambda-exc-import-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collections-lambda,main,exc-import,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collections-lambda,,,,,,,apps-services,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:segment-stream-processor-lambda-domain-main,,,,segment-stream-processor-lambda-domain-main,,,,,,,segment-stream-processor-lambda-domain-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segment-stream-processor-lambda,main,domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segments,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:lambda:us-east-1:450096215204:function:cc_events_lambda_quiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apps-services,,,,,,,,,,,,
arn:aws:logs:us-east-1:450096215204:log-group:/aws/eks/ipsy-staging-singleboxes-a/cluster,,,,,,,,,,,ipsy-staging-singleboxes-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:logs:us-east-1:450096215204:log-group:/aws/eks/ocean-staging-ocean-spark/cluster,,,,,,,,,,,ocean-staging-ocean-spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data-core,,,,,staging,,,,,,,
arn:aws:logs:us-east-1:450096215204:log-group:/aws/eks/ipsy-staging-main-a/cluster,,,,,,,,,,,ipsy-staging-main-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,staging,,,,,,,
arn:aws:logs:us-east-1:450096215204:log-group:/aws/lambda/aws-dd-forwarder-ipsy-staging-staging,,,aws-dd-forwarder,,,,,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infosec,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:cluster-fuyztidxco5jizpr4kwf7tq3ru,,,,shipping-db-main,,,,,,,shipping-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipping,main,db,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipping,,,,,,,supply-chain-fulfillments,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:cluster-yjzbtjcjiwuzjrxm3c2oi45v74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:ipsy-prod-copy-20210215-cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGEME,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:cluster-paf7h7fiueww5c4grvhvtxca4u,,,,usms-db-main,,,,,,,usms-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usms,main,db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usms,,,,,,,commerce-infra,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:cluster-exosije4zyg43iphuc4muinkhy,,,,akeneo-app-db-main,,,,,,,akeneo-app-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,akeneo-app,main,db,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catalog,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:orders-stage-pg16-upgradetest-cluster,,,,orders-data2-main,,,,,,,orders-data2-main,,,,,,,,,,450096215204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orders,main,data2,,,,,,,,,,,,data2,,,,,,,,,,,,,,,,,,,,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/myglam/orders,,orders,,,,,,,commerce-infra,,aws-rds,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:payments-data3-upgradetest-cluster,,,,payments-data2-main,,,,,,,,,,,,,,,,,450096215204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,payments,main,data2,,,,ipsy,,,,,,,,data2,,,,,,,payments-core-api-ipsy-main-app,,,,,,,,,,,,,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/myglam/payments-core,,payments,,,,,,,CHANGEME,,aws-rds,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:cluster-v3kchdppqmdcuhhf4dpa4fe6ui,,,,pricing-db-main,,,,,,,pricing-db-main,,,,,,,,,,450096215204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pricing,main,db,,,,bfa,,,,,,,,db,,,,,,,,,,,,,,,,,,,,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/myglam/pricing,,pricing,,,,,,,apps-services,,aws-rds,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:cluster-o2urugoxt2puf5rdeyi7pc2rfe,,,,vortex-api-ipsy-main,,,,,,,vortex-api-ipsy-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vortex,main,api,,,,ipsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,devops,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:cluster-vvjqfk6g5acobnetkig34fnp2i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,data,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster:usms-db-main,,,,usms-db-main,,,,,,,usms-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usms,main,db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usms,,,,,,,commerce-infra,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster-pg:akeneo-app-db-main-aurora-postgresql16-cluster,,,,,,,,,,,akeneo-app-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catalog,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster-pg:uss-db-main-aurora-postgresql15-cluster,,,,,,,,,,,uss-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exp-pers-platform,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster-snapshot:preupgrade-user-experience-db-clone-cluster-11-9-to-15-5-2024-01-04-22-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster-snapshot:rds:ipsymatch-db-main-cluster-2025-03-03-07-33,,,,,,,,,,,,,,,,,,,,,450096215204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db,,,,,,,ipsymatch-web-api-bfa-main-app,,,,,,,,,,,,,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/myglam/ipsymatch-web,,data,,,,,,,data,,aws-rds,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster-snapshot:clone-test-pricing-db-main-cluster-final-snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pricing,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:cluster-snapshot:preupgrade-user-experience-db-main-11-9-to-15-5-2024-01-12-10-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:shipping-db-main-1,,,,shipping-db-main,,,,,,,shipping-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipping,main,db,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipping,,,,,,,supply-chain-fulfillments,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:search-indexer-db-main-1,,,,search-indexer-db-main,,,,,,,search-indexer-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,search-indexer,main,db,,,,ipsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catalog-1p,,,,,,,catalog,,,,,staging,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:stage-ro-subrebuild-20200116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subscriptions,,,,,,,CHANGEME,,,,,,,staging,,,,,
arn:aws:rds:us-east-1:450096215204:db:usms-db-main-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usms,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:payments-data2-main-20241011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,payments,,,,,,,,,,,,,,,,,,,
arn:aws:rds:us-east-1:450096215204:db:beauty-quiz-db-main,,,,,,,,,,,,,,,,,,,,,450096215204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db,,201,,,,,,,,,,,,,,,,,,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/myglam/beauty-quiz-service,,beauty-quiz,,,,,,,apps-services,,aws-rds,,,staging,,,,,,,other
arn:aws:rds:us-east-1:450096215204:db:user-experience-db-main-1,,,,user-experience-db-main,,,,,,,user-experience-db-main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user-experience,main,db,,,,bfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user-experience,,,,,,,martech,,,,,staging,,,,,,,
